Year ,track,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1960's,What's He Doing In My World,Eddy Arnold,0.602,0.235,-11.011,0.0281,0.813,1.38e-06,0.222,0.403,108.5
1960's,Lisa,Ferrante & Teicher,0.444,0.114,-21.085,0.0348,0.955,0.175,0.566,0.232,83.385
1960's,Danger! She's A Stranger,The Five Stairsteps,0.479,0.543,-8.504,0.0288,0.606,9.14e-06,0.145,0.81,93.384
1960's,(The Puppet Song) Whiskey On A Sunday,The Irish Rovers,0.685,0.456,-10.853,0.0331,0.649,0,0.129,0.551,121.988
1960's,Unsquare Dance,The Dave Brubeck Quartet,0.65,0.496,-13.869,0.115,0.0723,0.88,0.119,0.615,116.868
1960's,"Shame, Shame",Magic Lanterns,0.492,0.538,-11.915,0.0359,0.00837,0.0375,0.0707,0.895,125.216
1960's,"Oh, Glory!",Traditional,0.24,0.0844,-18.799,0.0446,0.983,0,0.762,0.0411,93.492
1960's,Surf Party,Chubby Checker,0.364,0.726,-5.331,0.124,0.168,0,0.0508,0.965,175.223
1960's,Yèkatit,Mulatu Astatke,0.667,0.498,-12.09,0.0373,0.609,0.132,0.108,0.843,86.416
1960's,Down Here On The Ground,Gerald Wilson Orchestra,0.369,0.275,-12.122,0.0269,0.717,0.00519,0.181,0.113,71.164
1960's,The First Noël,Traditional,0.172,0.283,-14.713,0.0357,0.881,0.545,0.0705,0.107,120.105
1960's,Going Nowhere,Los Bravos,0.51,0.877,-5.389,0.0323,0.0263,2.6e-05,0.103,0.775,100.402
1960's,Femmina - Seq. 12,Carlo Savina,0.173,0.121,-16.171,0.0384,0.543,0.935,0.321,0.323,78.057
1960's,Radio Music,Francis Lai,0.698,0.427,-13.913,0.0378,0.249,0.854,0.136,0.913,97.238
1960's,Preguntitas Sobre Dios,Chicho Sánchez Ferlosio,0.586,0.121,-13.286,0.198,0.993,0,0.11,0.495,142.118
1960's,The Night Has A Thousand Eyes,Bobby Vee,0.555,0.506,-10.771,0.0326,0.69,0,0.0905,0.888,98.557
1960's,Mary In The Morning,Al Martino,0.478,0.345,-13.321,0.0296,0.0348,5.36e-05,0.162,0.668,133.624
1960's,"Jazz, Delicious Hot, Disgusting Cold - 2007 Remastered Version",The Bonzo Dog Band,0.534,0.854,-9.729,0.0547,0.308,0.894,0.23,0.922,134.164
1960's,Alley-Oop,Hollywood Argyles,0.656,0.559,-4.237,0.0529,0.771,0,0.173,0.886,65.22
1960's,I'll Never Fall In Love Again,Burt Bacharach,0.637,0.46,-9.063,0.0344,0.512,0.00278,0.143,0.446,125.836
1960's,Let Me Be Good To You,Carla Thomas,0.74,0.256,-12.925,0.052,0.477,0.00326,0.066,0.626,107.931
1960's,At The Top Of The Stairs,The Formations,0.53,0.491,-13.731,0.0476,0.481,0,0.957,0.814,131.333
1960's,Gee Whiz,The Innocents,0.645,0.131,-13.981,0.03,0.821,0,0.106,0.473,94.823
1960's,Générique (Debut),André Hossein,0.238,0.498,-5.014,0.0317,0.422,0.777,0.249,0.329,114.448
1960's,Every Step Of The Way,Johnny Mathis,0.218,0.4,-9.615,0.0321,0.696,1.24e-06,0.226,0.321,86.219
1960's,This Friendly World,Fabian,0.35,0.0721,-20.681,0.0346,0.948,0,0.108,0.362,115.252
1960's,Two Lovers,Mary Wells,0.678,0.405,-16.965,0.0304,0.426,0,0.109,0.96,105.902
1960's,Baby Sittin' Boogie,Buzz Clifford,0.476,0.679,-7.001,0.107,0.801,0,0.257,0.812,139.291
1960's,"Rigoletto [Act I]: Riedo! perché? (Rigoletto, Borsa, Ceprano, Courtiers, Marullo)",Giuseppe Verdi,0.549,0.0963,-23.301,0.0613,0.975,0.00813,0.227,0.19,106.456
1960's,"To Be Young, Gifted And Black",Nina Simone,0.563,0.341,-8.445,0.0309,0.625,0.000249,0.137,0.712,79.148
1960's,Call Me Lightning,The Who,0.539,0.731,-7.353,0.0458,0.0413,0.000191,0.0902,0.649,170.765
1960's,Beyond The Sea,Bobby Darin,0.521,0.516,-7.456,0.0369,0.723,0,0.257,0.569,136.483
1960's,Tú y Yo,Vicente Fernández,0.539,0.44,-6.114,0.0258,0.423,0.00423,0.776,0.669,105.913
1960's,Goin' Back,The Byrds,0.496,0.449,-10.23,0.0277,0.364,8.48e-06,0.12,0.547,116.181
1960's,Que Va...,Javier Solís,0.508,0.283,-9.14,0.0301,0.856,1.85e-05,0.302,0.602,100.576
1960's,Say You,Ronnie Dove,0.191,0.397,-11.183,0.0331,0.77,0.00045,0.0831,0.305,205.603
1960's,Hold Up,Serge Gainsbourg,0.606,0.574,-9.797,0.0361,0.287,0,0.0633,0.824,129.727
1960's,Moon Cup - Remastered,Yusef Lateef,0.341,0.711,-11.315,0.0612,0.346,0,0.108,0.416,68.19
1960's,"Hey, Bobba Needle",Chubby Checker,0.491,0.767,-6.444,0.262,0.774,0,0.362,0.709,184.029
1960's,Dancing In The Street,Ramsey Lewis,0.605,0.609,-11.117,0.0754,0.498,0.438,0.911,0.777,140.347
1960's,El Cigarrito,Victor Jara,0.452,0.109,-14.368,0.0404,0.991,0.0103,0.107,0.609,83.725
1960's,Dedicated To The One I Love,"The ""5"" Royales",0.461,0.32,-10.759,0.0385,0.398,9.97e-06,0.197,0.761,110.718
1960's,Ali Baba's Camel - Early Version,The Bonzo Dog Band,0.551,0.761,-8.039,0.062,0.745,8.31e-06,0.316,0.947,144.113
1960's,How Is Julie?,The Lettermen,0.268,0.23,-12.293,0.0344,0.709,0,0.174,0.379,184.1
1960's,Turn On Your Love Light,"Oscar Toney, Jr.",0.557,0.811,-5.427,0.0663,0.19,0.0303,0.172,0.798,78.888
1960's,Funeral de um Lavrador,Chico Buarque,0.295,0.457,-8.608,0.0495,0.817,0.0665,0.102,0.357,170.791
1960's,Vale Do Rio Vermelho (Red River Valley),Trio Melodia,0.518,0.626,-9.681,0.0316,0.715,0,0.167,0.746,80.275
1960's,My Heart Belongs To Only You,Bobby Vinton,0.397,0.415,-9.3,0.0305,0.772,0,0.175,0.474,72.207
1960's,You Win Again,Fats Domino,0.48,0.288,-13.617,0.0376,0.584,0.000175,0.0926,0.465,94.914
1960's,Little Things Mean A Lot,Joni James,0.288,0.539,-8.253,0.032,0.338,0,0.116,0.556,113.129
1960's,Tomorrow Is a Long Time,Harry Belafonte,0.514,0.193,-16.198,0.0338,0.82,0.00298,0.249,0.177,92.383
1960's,Build Me Up Buttercup,The Foundations,0.66,0.512,-7.183,0.0294,0.313,0,0.283,0.852,133.607
1960's,The Twelve Days of Christmas,Traditional,0.337,0.273,-16.341,0.039,0.961,0.00158,0.132,0.258,134.51
1960's,Se Te Olvida (La Mentira),Javier Solís,0.466,0.161,-15.248,0.0322,0.948,0.00311,0.344,0.688,99.941
1960's,Canción de Grimau (A Julián Grimau),Chicho Sánchez Ferlosio,0.674,0.0812,-11.976,0.0791,0.986,0,0.0929,0.149,99.722
1960's,Brink Of Disaster,Lesley Gore,0.515,0.384,-10.825,0.031,0.649,9.58e-06,0.527,0.572,144.27
1960's,Cloud Nine,The Temptations,0.736,0.45,-14.104,0.0583,0.354,0,0.0689,0.82,118.042
1960's,Maranatthai Jeyitha,D. G. S. Dhinakaran,0.657,0.318,-11.528,0.348,0.976,0,0.165,0.583,134.836
1960's,Working In The Coal Mine,Lee Dorsey,0.766,0.493,-8.571,0.0689,0.691,0,0.0556,0.921,142.764
1960's,Too Bad,Ben E. King,0.608,0.398,-11.929,0.0407,0.693,0,0.063,0.79,127.342
1960's,Make Believe,Wind,0.623,0.628,-5.663,0.0323,0.107,0.00301,0.0731,0.527,114.058
1960's,One Note Samba (Samba de Uma Nota So),Antônio Carlos Jobim,0.613,0.417,-10.624,0.0539,0.774,4.41e-05,0.152,0.793,139.325
1960's,Negro Gato - Versão remasterizada,Roberto Carlos,0.734,0.555,-12.349,0.0409,0.0187,0.00113,0.0758,0.79,141.835
1960's,Lara and Komarovsky Dancing Up a Storm,Maurice Jarre,0.402,0.275,-16.523,0.0524,0.861,1.11e-05,0.105,0.56,119.45
1960's,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale: Allegro",Sergei Rachmaninoff,0.337,0.313,-16.39,0.0323,0.947,0.908,0.0662,0.11,104.793
1960's,Family System,Chevelle,0.432,0.89,-5.617,0.131,0.00252,0.405,0.0988,0.0496,140.181
1960's,Shakin' All Over,The Guess Who,0.65,0.897,-7.368,0.0377,0.0229,0.0124,0.396,0.925,123.833
1960's,He Cried,The Shangri-Las,0.318,0.586,-9.165,0.0499,0.236,3.87e-05,0.219,0.355,91.559
1960's,Babciny kajet,Wanda Warska,0.348,0.247,-14.055,0.0401,0.841,5.13e-06,0.215,0.352,50.719
1960's,Sunday Sun,Neil Diamond,0.526,0.555,-8.763,0.0288,0.0577,0,0.132,0.689,123.946
1960's,Little Coco Palm,Jerry Wallace,0.517,0.667,-12.415,0.0367,0.147,3.16e-05,0.184,0.846,75.369
1960's,Diz Que Fui por Aí,Zé Keti,0.427,0.528,-7.381,0.123,0.383,0,0.19,0.867,200
1960's,Dialogo No 2,Ennio Morricone,0.431,0.402,-12.166,0.0311,0.121,0.562,0.124,0.217,120.312
1960's,El Agarrao,Beny Moré,0.471,0.491,-11.193,0.0707,0.488,0.000494,0.115,0.962,197.264
1960's,Give Me Time,Dusty Springfield,0.434,0.577,-7.578,0.0367,0.0486,0,0.227,0.352,95.469
1960's,Never Give You Up,Jerry Butler,0.424,0.499,-8.728,0.0325,0.795,1.58e-06,0.305,0.832,167.525
1960's,Cottonfields,Ace Cannon,0.654,0.537,-11.292,0.0545,0.868,0.798,0.182,0.956,156.78
1960's,Wouldn't It Be Nice,The Beach Boys,0.352,0.597,-6.603,0.0361,0.522,4.66e-06,0.142,0.316,125.014
1960's,The Funky Judge,Bull & The Matadors,0.739,0.468,-15.128,0.115,0.115,0.000443,0.0446,0.696,127.611
1960's,Sabor a Mí,Eydie Gormé,0.651,0.376,-11.32,0.0435,0.809,1.72e-06,0.13,0.593,97.011
1960's,"Cherry, Cherry",Neil Diamond,0.56,0.827,-4.157,0.0306,0.0271,0.00285,0.0551,0.904,84.383
1960's,Tanaka's World,John Barry,0.32,0.0633,-20.333,0.0419,0.991,0.915,0.123,0.0456,115.499
1960's,Cleo's Back,Jr. Walker & The All Stars,0.655,0.776,-7.734,0.0292,0.584,0.276,0.0555,0.938,102.148
1960's,Der Barbier von Sevilla: Overture,Staatskapelle Berlin,0.341,0.179,-19.246,0.048,0.93,0.76,0.103,0.263,90.092
1960's,Till,The Vogues,0.275,0.383,-11.187,0.0325,0.76,0.00191,0.379,0.255,115.363
1960's,Reading-In (excerpt),Joel Oppenheimer,0.71,0.22,-24.653,0.939,0.913,0,0.851,0.804,111.506
1960's,Te Deum laudamus 2,Angelo Francesco Lavagnino,0.229,0.17,-15.562,0.0359,0.996,0,0.0769,0.253,143.767
1960's,Dream,Dinah Washington,0.474,0.113,-16.277,0.0484,0.952,0.113,0.713,0.224,118.521
1960's,A Change Is Gonna Come,Sam Cooke,0.212,0.383,-10.071,0.0347,0.723,0,0.299,0.452,173.79
1960's,"Madama Butterfly, Act I: L'Imperial Commissario (Goro, Pinkerton, Coro, Butterfly, Cugina, La Madre, Yakuside, Zia, Sharpless)",Giacomo Puccini,0.33,0.272,-15.196,0.0375,0.966,0.177,0.108,0.291,109.861
1960's,In The Chapel In The Moonlight,Dean Martin,0.393,0.396,-13.413,0.0378,0.794,8.06e-06,0.405,0.381,90.495
1960's,I Should Care,Gloria Lynne,0.242,0.413,-7.511,0.03,0.96,0.0586,0.368,0.101,133.081
1960's,"La Traviata, Act III: Prelude",Staatskapelle Dresden,0.13,0.0978,-22.103,0.0447,0.563,0.897,0.296,0.0507,74.285
1960's,Escadaria,Canhoto,0.488,0.404,-13.919,0.0471,0.937,0.928,0.112,0.878,114.148
1960's,Summertime,Billy Stewart,0.67,0.787,-6.847,0.0446,0.658,0.000217,0.13,0.819,113.345
1960's,Blen Blen Blen,Miguelito Valdes,0.509,0.773,-6.091,0.0849,0.847,2.02e-06,0.38,0.842,110.028
1960's,Domani,Jerry Adriani,0.504,0.501,-5.285,0.0317,0.638,0,0.132,0.373,129.27
1960's,El porompompero,Enrico Macias,0.631,0.602,-6.878,0.0378,0.778,1.51e-06,0.606,0.848,104.116
1960's,Weihnachtslieder: Es wird scho glei dumpa,Traditional,0.307,0.131,-20.825,0.0348,0.908,3.1e-06,0.1,0.0784,94.46
1960's,Young Love,Lesley Gore,0.398,0.512,-11.604,0.0381,0.125,5.01e-06,0.237,0.662,129.047
1960's,A Lifetime Of Loneliness,Jackie DeShannon,0.406,0.338,-6.535,0.026,0.816,6.86e-06,0.115,0.459,90.318
1960's,Do The Monkey,King Curtis,0.643,0.908,-4.217,0.0323,0.0858,0.932,0.0996,0.969,128.879
1960's,Sirthukkonde Irukkavendum,P. Susheela,0.449,0.427,-13.485,0.0589,0.886,6.12e-06,0.195,0.855,106.037
1960's,Laughing,The Guess Who,0.378,0.505,-10.863,0.042,0.432,0.000226,0.27,0.415,95.254
1960's,The Bright New Year,Bert Jansch,0.656,0.105,-21.867,0.0468,0.96,0.00362,0.0837,0.54,110.24
1960's,Et puis - Nouveau mix,Serge Reggiani,0.499,0.593,-9.294,0.0345,0.513,0.000259,0.235,0.471,110.703
1960's,Soul Man,Ramsey Lewis,0.763,0.488,-13.709,0.0381,0.602,0.168,0.514,0.8,113.258
1960's,Detroit City,Bobby Bare,0.551,0.285,-13.231,0.0289,0.784,0,0.112,0.398,121.315
1960's,She's About A Mover,Sir Douglas Quintet,0.617,0.571,-8.79,0.0347,0.53,0.000718,0.101,0.7,84.287
1960's,Please Mr. Sun,The Vogues,0.378,0.484,-7.762,0.028,0.613,0,0.212,0.41,103.742
1960's,Perfume from Panama,Syd Dale,0.459,0.43,-13.722,0.0296,0.252,0.891,0.376,0.649,108.857
1960's,The First Nowell,Traditional,0.0729,0.192,-19.46,0.0375,0.885,0.766,0.307,0.197,69.566
1960's,Me'n Vaig a Peu,Joan Manuel Serrat,0.47,0.377,-7.876,0.0307,0.905,0.0062,0.123,0.374,110.18
1960's,Chuva,Antônio Carlos Jobim,0.244,0.229,-13.446,0.03,0.711,0.000591,0.0589,0.146,81.708
1960's,Memphis Tennessee,Harry Belafonte,0.432,0.221,-11.644,0.0312,0.853,1.91e-06,0.169,0.396,139.165
1960's,Angels Of Ashes,Scott Walker,0.28,0.207,-16.352,0.0294,0.666,0.000106,0.562,0.203,88.988
1960's,The Jewels of the Madonna (2011 Sonic Boom Remaster),The Red Krayola,0.743,0.542,-13.242,0.057,0.0403,0.199,0.111,0.744,133.089
1960's,The Last Mile (Single Version),Nico,0.495,0.456,-8.687,0.0271,0.466,0,0.105,0.409,113.403
1960's,Collar,La Lupe,0.379,0.755,-5.235,0.0408,0.274,0,0.274,0.83,99.29
1960's,She Blew A Good Thing,The Poets,0.592,0.687,-11.408,0.0651,0.275,0.000131,0.252,0.694,125.372
1960's,The Charleston,Ernie Fields,0.78,0.77,-8.42,0.0695,0.159,0.715,0.0318,0.963,95.214
1960's,The Holly and the Ivy,Traditional,0.438,0.195,-23.108,0.0778,0.977,2.7e-05,0.234,0.142,64.983
1960's,Those Were The Days,Mary Hopkin,0.374,0.292,-9.404,0.0319,0.869,0.000581,0.108,0.497,169.68
1960's,"Good Christian Men, Rejoice - Remastered 1997",Traditional,0.284,0.377,-10.797,0.0352,0.967,0.0729,0.663,0.301,145.758
1960's,Rixe,Georges Delerue,0.113,0.201,-14.717,0.0377,0.98,0.702,0.113,0.0328,172.185
1960's,Uno de Tantos (Uno Dei Tanti),Enrique Guzman,0.385,0.295,-11.804,0.0337,0.841,0.0122,0.108,0.27,80.381
1960's,Rio Vermelho,Milton Nascimento,0.438,0.369,-11.128,0.0307,0.556,0,0.244,0.354,125.518
1960's,Deixa,Baden Powell,0.457,0.573,-14.843,0.0589,0.382,0.824,0.0813,0.63,99
1960's,A un Amic D'Euskadi - En Directe,Raimon,0.519,0.594,-8.57,0.0651,0.862,5.45e-06,0.884,0.186,117.114
1960's,Gloria's Theme,Adam Wade,0.243,0.333,-9.366,0.0289,0.887,0,0.089,0.133,92.092
1960's,Recife Sangrento,Ary Lobo,0.581,0.661,-8.726,0.0456,0.693,0,0.466,0.879,96.828
1960's,Paloma Negra,Amalia Mendoza,0.377,0.148,-14.518,0.0624,0.526,0,0.0675,0.552,175.226
1960's,Vanidad,Chucho Avellanet,0.223,0.385,-10.032,0.0303,0.903,4.15e-05,0.274,0.212,93.418
1960's,I'll Be Sweeter Tomorrow (Than I Was Today),The O'Jays,0.317,0.55,-11.515,0.07,0.663,0,0.707,0.624,76.559
1960's,Sentence - Sentenza,Ennio Morricone,0.149,0.38,-8.434,0.0391,0.992,0.817,0.153,0.0343,83.56
1960's,Lara and Yuri Arriving at Varykino,Maurice Jarre,0.231,0.236,-18.904,0.0338,0.829,0.0554,0.166,0.283,86.429
1960's,Fum Fum Fum / March of the Kings - Remastered 1997,Traditional,0.521,0.461,-11.348,0.0339,0.962,0.183,0.489,0.566,128.785
1960's,Shorter Poems: The Waking,Theodore Roethke,0.711,0.0384,-24.613,0.526,0.976,7.5e-06,0.135,0.382,78.402
1960's,"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act II: Io già m'immagino",Gaetano Donizetti,0.438,0.269,-14.555,0.0515,0.962,7.52e-05,0.121,0.362,68.053
1960's,Santhosam Ponguthe,Jolly Abraham,0.596,0.649,-8.291,0.0394,0.161,0.0686,0.168,0.932,124.839
1960's,Johnny avanza,Giampiero Boneschi,0.395,0.19,-19.555,0.0452,0.932,0.986,0.309,0.301,116.612
1960's,Mama,B.J. Thomas,0.524,0.417,-11.739,0.0276,0.568,0.0389,0.15,0.549,95.116
1960's,I Can See For Miles,The Who,0.346,0.797,-7.805,0.0888,0.0399,2.17e-05,0.0728,0.196,130.91
1960's,Main Title (1966 Album),Jerry Goldsmith,0.414,0.312,-13.684,0.0479,0.804,0.0304,0.0392,0.209,78.633
1960's,Huntington Ashram Monastery,Alice Coltrane,0.549,0.391,-15.657,0.05,0.738,7.67e-05,0.142,0.672,116.755
1960's,The Mess Around,Bobby Freeman,0.593,0.733,-12.244,0.0413,0.798,0,0.47,0.966,146.989
1960's,Concierto de Aranjuez for Guitar and Orchestra: II. Adagio,Joaquín Rodrigo,0.306,0.0525,-21.57,0.0442,0.94,0.924,0.0823,0.0574,111.234
1960's,Hitch It To The Horse,The Fantastic Johnny C,0.733,0.792,-5.989,0.14,0.132,0.0222,0.338,0.964,151.415
1960's,Monster Mash,"Bobby ""Boris"" Pickett",0.66,0.542,-13.511,0.237,0.113,0,0.346,0.592,140.621
1960's,The Peking Theme (So Little Time) - Single Version,Dimitri Tiomkin,0.34,0.235,-15.838,0.0295,0.852,1.4e-06,0.107,0.378,78.591
1960's,Beg Me,Chuck Jackson,0.581,0.77,-5.901,0.0795,0.212,1.8e-06,0.0649,0.663,91.994
1960's,California Soul,The 5th Dimension,0.595,0.541,-10.637,0.0248,0.226,0,0.327,0.701,99.159
1960's,Il est tout pour moi,Françoise Hardy,0.586,0.507,-10.193,0.0343,0.777,0,0.18,0.96,73.007
1960's,The Return of the Prodigal Son,Freddie Hubbard,0.549,0.479,-14.002,0.0434,0.337,0.042,0.144,0.92,151.266
1960's,Sacred,The Castells,0.561,0.536,-9.175,0.0282,0.69,0.000134,0.0808,0.471,110.57
1960's,Come Back Molly,Lord Kitchener,0.572,0.291,-13.53,0.0364,0.9,0,0.245,0.923,108.404
1960's,Les sucettes,Serge Gainsbourg,0.634,0.589,-12.209,0.0454,0.0169,0.003,0.396,0.694,111.951
1960's,Love's Been Good To Me,Frank Sinatra,0.426,0.166,-17.243,0.0317,0.768,5.35e-05,0.181,0.307,108.566
1960's,"My Love, Forgive Me (Amore, Scusami)",Robert Goulet,0.339,0.503,-11.705,0.0355,0.86,0.000105,0.398,0.475,79.327
1960's,One Kiss For Old Times' Sake,Ronnie Dove,0.289,0.446,-8.118,0.0343,0.742,1.05e-06,0.0955,0.469,116.378
1960's,Step By Step,The Crests,0.841,0.411,-10.767,0.305,0.347,0,0.137,0.926,105.38
1960's,Stall! Stall! Flint's Alive,Jerry Goldsmith,0.413,0.554,-11.776,0.0441,0.333,0.324,0.0534,0.33,122.868
1960's,Je t'aime,Françoise Hardy,0.552,0.56,-8.153,0.0339,0.673,8.44e-05,0.0312,0.642,121.373
1960's,"Aw Shucks, Hush Your Mouth",Jimmy Reed,0.795,0.333,-11.348,0.0326,0.914,0.619,0.12,0.763,113.04
1960's,Big Sound (Die Show der Blaumeisen),Amon Düül,0.569,0.651,-16.174,0.0294,0.438,0.844,0.48,0.929,113.287
1960's,Clarice - Remastered 2006,Caetano Veloso,0.383,0.322,-13.175,0.0356,0.0162,0.000573,0.164,0.287,106.009
1960's,Day For Decision,Johnny Sea,0.373,0.37,-12.613,0.0716,0.858,1.95e-05,0.36,0.5,74.618
1960's,Annai Anbilum Vilai,Sister Sarah Navaroji,0.468,0.577,-8.845,0.0456,0.849,0.000135,0.459,0.747,113.898
1960's,"Family History (From ""Stagecoach"")",Jerry Goldsmith,0.119,0.01,-28.066,0.0446,0.919,0.855,0.0624,0.0636,169.748
1960's,Marrakesh Express,"Crosby, Stills & Nash",0.572,0.615,-13.702,0.166,0.245,0.000165,0.166,0.816,107.453
1960's,Losing You,Dusty Springfield,0.541,0.57,-5.967,0.0322,0.725,1.08e-06,0.695,0.54,82.49
1960's,Bira shake,Benedetto Ghiglia,0.656,0.796,-9.396,0.0287,0.722,0.0948,0.317,0.898,133.717
1960's,Echate Pa' Llá,Coco Lagos y Sus Orates,0.641,0.802,-8.934,0.0373,0.494,0.116,0.062,0.955,96.232
1960's,Worst That Could Happen,Brooklyn Bridge,0.275,0.333,-13.8,0.0291,0.58,0,0.111,0.293,78.766
1960's,Sventitsky's Waltz / After the shooting,Maurice Jarre,0.238,0.127,-17.261,0.0344,0.761,0.155,0.583,0.38,65.91
1960's,Desert Pete,The Kingston Trio,0.725,0.382,-16.127,0.0853,0.572,0,0.258,0.606,115.797
1960's,Aclarida Nit de Nadal,Traditional,0.244,0.0441,-17.074,0.0376,0.99,0,0.18,0.182,97.715
1960's,Malaguena - Remastered 2004,Pete La Roca,0.287,0.712,-8.551,0.0522,0.082,0,0.539,0.433,66.283
1960's,"Top Forty, News, Weather And Sports",Mark Dinning,0.444,0.536,-10.022,0.0329,0.809,8.57e-06,0.28,0.923,154.092
1960's,Road Runner,Bo Diddley,0.54,0.784,-10.369,0.0575,0.137,0.00113,0.346,0.964,131.918
1960's,I Love You Drops,Vic Dana,0.503,0.378,-11.533,0.0317,0.552,5.62e-06,0.218,0.656,124.496
1960's,Femmina - Seq. 14,Carlo Savina,0.655,0.26,-15.102,0.0298,0.24,0.0248,0.101,0.704,138.383
1960's,Look Of Love,Lesley Gore,0.361,0.72,-9.583,0.0679,0.65,0,0.782,0.592,66.436
1960's,Muddy River,Johnny Rivers,0.471,0.45,-10.679,0.029,0.47,1.87e-05,0.116,0.604,131.821
1960's,"Run, Run, Look And See",Brian Hyland,0.554,0.451,-12.564,0.0392,0.771,0,0.0624,0.855,167.12
1960's,Hey Girl Don't Bother Me,The Tams,0.79,0.264,-16.507,0.0407,0.632,1.62e-06,0.0619,0.865,113.652
1960's,The Living End,Scott Walker,0.556,0.664,-6.654,0.0337,0.692,0,0.0907,0.938,98.469
1960's,"Mascagni: L'amico Fritz, Act 2 Scene 2: Duetto delle ciliege, ""Suzel, buon dì"" (Fritz, Suzel)",Pietro Mascagni,0.207,0.0962,-19.076,0.0514,0.986,0.00565,0.146,0.0399,75.918
1960's,A Beautiful Morning,The Rascals,0.503,0.484,-12.833,0.0311,0.399,0,0.345,0.8,122.203
1960's,"Hi-Lili, Hi-Lo",Richard Chamberlain,0.274,0.124,-19.212,0.0329,0.864,0.000125,0.113,0.218,84.285
1960's,Vasthade Vasthade,P. Susheela,0.402,0.492,-12.152,0.172,0.985,0.918,0.172,0.938,154.154
1960's,Up On Cripple Creek,The Band,0.72,0.716,-8.773,0.0723,0.226,0.00335,0.0932,0.953,144.376
1960's,Fiesta De Navidad,La Sonora Matancera,0.604,0.714,-5.141,0.0532,0.764,4.47e-06,0.256,0.966,94.542
1960's,Danse de Shéhérazade,André Hossein,0.0653,0.122,-20.25,0.0403,0.966,0.905,0.107,0.0448,61.002
1960's,Can You Do It,The Contours,0.573,0.822,-7.058,0.12,0.119,0.00206,0.166,0.75,76.04
1960's,You're The Only World I Know,Sonny James,0.432,0.291,-13.941,0.0329,0.857,3.5e-05,0.143,0.491,121.235
1960's,Always Together,The Dells,0.221,0.432,-7.299,0.036,0.75,0,0.169,0.497,73.191
1960's,Glad All Over,The Dave Clark Five,0.462,0.803,-8.357,0.0585,0.152,0,0.0788,0.896,137.789
1960's,Wenn ich ein Vöglein wär',Traditional,0.374,0.00615,-28.224,0.0394,0.966,0,0.259,0.343,88.15
1960's,We Got Love,Bobby Rydell,0.552,0.667,-7.058,0.039,0.66,0,0.1,0.64,131.041
1960's,Mantras,Allen Ginsberg,0.313,0.896,-7.389,0.044,0.709,0.00173,0.368,0.25,129.754
1960's,Everybody Monkey,Freddy Cannon,0.522,0.826,-4.733,0.034,0.259,2.34e-06,0.0581,0.972,145.378
1960's,Sandy,Dion,0.308,0.481,-10.426,0.0416,0.711,0,0.399,0.838,85.561
1960's,If My Pillow Could Talk,Connie Francis,0.737,0.706,-6.357,0.0398,0.814,7.08e-06,0.376,0.969,138.02
1960's,Betty In Bermudas,The Dovells,0.397,0.872,-5.274,0.0765,0.0677,2.42e-05,0.341,0.913,163.999
1960's,Here's That Rainy Day,Sérgio Mendes,0.404,0.33,-11.258,0.0268,0.87,0.739,0.143,0.404,110.497
1960's,Punish Her,Bobby Vee,0.338,0.474,-11.337,0.0693,0.819,0,0.103,0.688,163.464
1960's,Long Line Rider,Bobby Darin,0.756,0.641,-8.861,0.0486,0.297,0.00749,0.109,0.739,122.23
1960's,Xote Da Pipira,Marinês E Sua Gente,0.697,0.605,-7.366,0.0313,0.495,0,0.186,0.871,142.663
1960's,You Got To Me,Neil Diamond,0.528,0.867,-6.621,0.0372,0.121,0,0.0708,0.932,94.384
1960's,Meditation,Antônio Carlos Jobim,0.606,0.255,-18.257,0.0301,0.523,0.727,0.0568,0.457,132.819
1960's,What Perfume This? O Shepherds Say! [France],Traditional,0.222,0.0699,-27.794,0.038,0.992,0.283,0.121,0.256,131.163
1960's,Everybody Needs Somebody To Love,Wilson Pickett,0.526,0.561,-13.849,0.0891,0.11,0.000118,0.0888,0.833,189.851
1960's,That Lucky Old Sun,Yusef Lateef,0.451,0.0844,-16.47,0.0375,0.837,0.728,0.307,0.485,132.133
1960's,Little Lonely One,Tom Jones,0.371,0.83,-6.692,0.0702,0.545,0,0.104,0.767,151.605
1960's,Go Away Little Girl,The Happenings,0.461,0.46,-10.181,0.0322,0.653,0,0.307,0.766,132.878
1960's,Rhapsody In The Rain,Lou Christie,0.634,0.674,-7.623,0.042,0.215,0.00207,0.123,0.669,129.355
1960's,I Can't Do Enough,The Dells,0.372,0.285,-9.734,0.0282,0.642,1.63e-05,0.187,0.383,86.789
1960's,Get Ready,The Temptations,0.59,0.737,-5.867,0.0384,0.404,0,0.108,0.877,132.966
1960's,Sound Of Love,The Five Americans,0.605,0.482,-9.354,0.03,0.338,6.42e-05,0.197,0.894,124.327
1960's,Suspicion,Terry Stafford,0.595,0.57,-11.301,0.0356,0.678,0.291,0.13,0.884,137.757
1960's,Young Emotions,Ricky Nelson,0.396,0.338,-9.145,0.0341,0.758,2.62e-06,0.117,0.375,116.543
